240,21012,11,東武小泉線,トウブコイズミセン,東武小泉線,,
241,22001,12,西武池袋線,セイブイケブクロセン,西武池袋線,,
242,22002,12,西武秩父線,セイブチチブセン,西武秩父線,,
243,22003,12,西武有楽町線,セイブユウラクチョウセン,西武有楽町線,,
244,22004,12,西武豊島線,セイブトシマセン,西武豊島線,,
245,22005,12,西武狭山線,セイブサヤマセン,西武狭山線,,
246,22006,12,レオライナー,レオライナー,西武山口線,,
247,22007,12,西武新宿線,セイブシンジュクセン,西武新宿線,,
248,22008,12,西武拝島線,セイブハイジマセン,西武拝島線,,
249,22009,12,西武西武園線,セイブセイブエンセン,西武西武園線,,
250,22010,12,西武国分寺線,セイブコクブンジセン,西武国分寺線,,
251,22011,12,西武多摩湖線,セイブタマコセン,西武多摩湖線,,
252,22012,12,西武多摩川線,セイブタマガワセン,西武多摩川線,,
253,23001,13,京成本線,ケイセイホンセン,京成本線,,
254,23002,13,京成押上線,ケイセイオシアゲセン,京成押上線,,
255,23003,13,京成金町線,ケイセイカナマチセン,京成金町線,,
256,23004,13,京成千葉線,ケイセイチバセン,京成千葉線,,
257,23005,13,京成千原線,ケイセイチハラセン,京成千原線,,
258,23006,13,成田スカイアクセス,ナリタスカイアクセス,京成成田空港線,,
259,24001,14,京王線,ケイオウセン,京王線,,
260,24002,14,京王相模原線,ケイオウサガミハラセン,京王相模原線,,
261,24003,14,京王高尾線,ケイオウタカオセン,京王高尾線,,
262,24004,14,京王競馬場線,ケイオウケイバジョウセン,京王競馬場線,,
263,24005,14,京王動物園線,ケイオウドウブツエンセン,京王動物園線,,
264,24006,14,京王井の頭線,ケイオウイノガシラセン,京王井の頭線,,
265,24007,14,京王新線,ケイオウシンセン,京王新線,,
266,25001,15,小田急線,オダキュウセン,小田急小田原線,,
267,25002,15,小田急江ノ島線,オダキュウエノシマセン,小田急江ノ島線,,
268,25003,15,小田急多摩線,オダキュウタマセン,小田急多摩線,,
269,26001,16,東急東横線,トウキュウトウヨコセン,東急東横線,,
270,26002,16,東急目黒線,トウキュウメグロセン,東急目黒線,,
271,26003,16,東急田園都市線,トウキュウデンエントシセン,東急田園都市線,,
272,26004,16,東急大井町線,トウキュウオオイマチセン,東急大井町線,,
273,26005,16,東急池上線,トウキュウイケガミセン,東急池上線,,
274,26006,16,東急多摩川線,トウキュウタマガワセン,東急多摩川線,,
275,26007,16,東急世田谷線,トウキュウセタガヤセン,東急世田谷線,,
276,26008,16,東急こどもの国線,トウキュウコドモノクニセン,東急こどもの国線,,
277,27001,17,京急本線,ケイキュウホンセン,京急本線,,
278,27002,17,京急空港線,ケイキュウクウコウセン,京急空港線,,
279,27003,17,京急大師線,ケイキュウダイシセン,京急大師線,,
280,27004,17,京急逗子線,ケイキュウズシセン,京急逗子線,,
281,27005,17,京急久里浜線,ケイキュウクリハマセン,京急久里浜線,,
282,28001,18,東京メトロ銀座線,ギンザセン,東京メトロ銀座線,F7931D,オレンジ
283,28002,18,東京メトロ丸ノ内線,マルノウチセン,東京メトロ丸ノ内線,E60012,レッド
284,28003,18,東京メトロ日比谷線,ヒビヤセン,東京メトロ日比谷線,89A1AD,シルバー
285,28004,18,東京メトロ東西線,トウザイセン,東京メトロ東西線,00A7DB,スカイブルー
286,28005,18,東京メトロ千代田線,チヨダセン,東京メトロ千代田線,9933,グリーン
287,28006,18,東京メトロ有楽町線,ユウラクチョウセン,東京メトロ有楽町線,C5C544,ゴールド
288,28007,18,東京メトロ有楽町新線,ユウラクチョウシンセン,東京メトロ有楽町新線,BB6633,ブラウン
289,28008,18,東京メトロ半蔵門線,ハンゾウモンセン,東京メトロ半蔵門線,A757A8,パープル
290,28009,18,東京メトロ南北線,ナンボクセン,東京メトロ南北線,00ADA9,エメラルド
291,28010,18,東京メトロ副都心線,フクトシンセン,東京メトロ副都心線,BB6633,ブラウン
292,29001,19,相鉄本線,ソウテツホンセン,相鉄本線,,
293,29002,19,相鉄いずみ野線,ソウテツイズミノセン,相鉄いずみ野線,,
294,30001,20,名鉄名古屋本線,メイテツナゴヤホンセン,名鉄名古屋本線,,
295,30002,20,名鉄豊川線,メイテツトヨカワセン,名鉄豊川線,,
296,30003,20,名鉄西尾線,メイテツニシオセン,名鉄西尾線,,
297,30004,20,名鉄蒲郡線,メイテツガマゴオリセン,名鉄蒲郡線,,
298,30005,20,名鉄三河線,メイテツミカワセン,名鉄三河線,,
299,30006,20,名鉄豊田線,メイテツトヨタセン,名鉄豊田線,,
300,30007,20,名鉄空港線,メイテツクウコウセン,名鉄空港線,,
301,30008,20,名鉄常滑線,メイテツトコナメセン,名鉄常滑線,,
302,30009,20,名鉄河和線,メイテツコウワセン,名鉄河和線,,
303,30010,20,名鉄知多新線,メイテツチタシンセン,名鉄知多新線,,
304,30011,20,名鉄築港線,メイテツチッコウセン,名鉄築港線,,
305,30012,20,名鉄瀬戸線,メイテツセトセン,名鉄瀬戸線,,
306,30013,20,名鉄津島線,メイテツツシマセン,名鉄津島線,,
307,30014,20,名鉄尾西線,メイテツビサイセン,名鉄尾西線,,
308,30015,20,名鉄犬山線,メイテツイヌヤマセン,名鉄犬山線,,
309,30016,20,名鉄各務原線,メイテツカカミガハラセン,名鉄各務原線,,
310,30017,20,名鉄広見線,メイテツヒロミセン,名鉄広見線,,
311,30018,20,名鉄小牧線,メイテツコマキセン,名鉄小牧線,,
312,30019,20,犬山モノレール,イヌヤマモノレール,名鉄モンキーパークモノレール線,,
313,30020,20,名鉄竹鼻線,メイテツタケハナセン,名鉄竹鼻線,,
314,30021,20,名鉄羽島線,メイテツハシマセン,名鉄羽島線,,
315,31001,21,近鉄難波線,キンテツナンバセン,近鉄難波線,,
316,31002,21,近鉄橿原線,キンテツカシハラセン,近鉄橿原線,,
317,31003,21,近鉄南大阪線,キンテツミナミオオサカセン,近鉄南大阪線,,
318,31004,21,近鉄養老線,キンテツヨウロウセン,近鉄養老線,,
319,31005,21,近鉄大阪線,キンテツオオサカセン,近鉄大阪線,,
320,31006,21,近鉄伊賀線,キンテツイガセン,近鉄伊賀線,,
321,31007,21,近鉄吉野線,キンテツヨシノセン,近鉄吉野線,,
322,31008,21,近鉄湯の山線,キンテツユノヤマセン,近鉄湯の山線,,
323,31009,21,近鉄山田線,キンテツヤマダセン,近鉄山田線,,
324,31010,21,近鉄鳥羽線,キンテツトバセン,近鉄鳥羽線,,
325,31011,21,近鉄天理線,キンテツテンリセン,近鉄天理線,,
326,31012,21,近鉄道明寺線,キンテツドウミョウジセン,近鉄道明寺線,,
327,31013,247,内部線,ウツベセン,内部線,,
328,31014,247,八王子線,ハチオウジセン,八王子線,,
329,31015,21,近鉄志摩線,キンテツシマセン,近鉄志摩線,,
330,31016,21,近鉄生駒線,キンテツイコマセン,近鉄生駒線,,
331,31017,21,近鉄田原本線,キンテツタワラモトセン,近鉄田原本線,,
332,31018,21,近鉄御所線,キンテツゴセセン,近鉄御所線,,
333,31019,21,近鉄鈴鹿線,キンテツスズカセン,近鉄鈴鹿線,,
334,31020,21,近鉄奈良線,キンテツナラセン,近鉄奈良線,,
335,31021,21,近鉄信貴線,キンテツシギセン,近鉄信貴線,,
336,31022,21,近鉄長野線,キンテツナガノセン,近鉄長野線,,
337,31023,21,近鉄けいはんな線,キンテツケイハンナセン,近鉄けいはんな線,,
338,31024,21,西信貴ケーブル,ニシシギケーブル,近鉄西信貴鋼索線,,
339,31025,21,近鉄京都線,キンテツキョウトセン,近鉄京都線,,
340,31026,21,生駒ケーブル,イコマケーブル,近鉄生駒鋼索線,,
341,31027,21,近鉄名古屋線,キンテツナゴヤセン,近鉄名古屋線,,
342,32001,22,南海本線,ナンカイホンセン,南海本線,,
343,32002,22,南海空港線,ナンカイクウコウセン,南海空港線,,
344,32003,22,南海和歌山港線,ナンカイワカヤマセン,南海和歌山港線,,
345,32004,22,南海高師浜線,ナンカイタカシノハマセン,南海高師浜線,,
346,32005,22,南海加太線,ナンカイカダセン,南海加太線,,
347,32006,22,南海多奈川線,ナンカイタナガワセン,南海多奈川線,,
348,32007,22,南海高野線,ナンカイコウヤセン,南海高野線,,
349,32008,22,南海高野山ケーブル,ナンカイコウヤサンケーブル,南海高野山ケーブル,,
350,32009,22,南海汐見橋線,ナンカイシオミバシセン,南海汐見橋線,,
351,33001,23,京阪本線,ケイハンホンセン,京阪本線,,
352,33002,23,京阪宇治線,ケイハンウジセン,京阪宇治線,,
353,33003,23,京阪交野線,ケイハンカタノセン,京阪交野線,,
354,33004,23,京阪鴨東線,ケイハンオウトウセン,京阪鴨東線,,
355,33005,23,男山ケーブル,オトコヤマケーブル,京阪鋼索線,,
356,33006,23,京阪石山坂本線,ケイハンイシヤマサカモトセン,京阪石山坂本線,,
357,33007,23,京阪京津線,ケイハンケイシンセン,京阪京津線,,
358,33008,23,京阪中之島線,ケイハンナカノシマセン,京阪中之島線,,
359,34001,24,阪急神戸本線,ハンキュウコウベホンセン,阪急神戸本線,,
360,34002,24,阪急宝塚本線,ハンキュウタカラヅカホンセン,阪急宝塚本線,,
361,34003,24,阪急京都本線,ハンキュウキョウトホンセン,阪急京都本線,,
362,34004,24,阪急今津線,ハンキュウイマヅセン,阪急今津線,,
363,34005,24,阪急甲陽線,ハンキュウコウヨウセン,阪急甲陽線,,
364,34006,24,阪急伊丹線,ハンキュウイタミセン,阪急伊丹線,,
365,34007,24,阪急箕面線,ハンキュウミノオセン,阪急箕面線,,
366,34008,24,阪急千里線,ハンキュウセンリセン,阪急千里線,,
367,34009,24,阪急嵐山線,ハンキュウアラシヤマセン,阪急嵐山線,,
368,35001,25,阪神本線,ハンシンホンセン,阪神本線,,
369,35002,25,阪神なんば線,ハンシンナンバセン,阪神なんば線,,
370,35003,25,阪神武庫川線,ハンシンムコガワセン,阪神武庫川線,,
371,36001,26,西鉄天神大牟田線,ニシテツテンジンオオムタセン,西鉄天神大牟田線,,
372,36002,26,西鉄太宰府線,ニシテツダザイフセン,西鉄太宰府線,,
